id,subject,mohs,source,original,original_latex
18,Geometry,10M,"IMO 2013, P4","Let ABC be an acute triangle with orthocenter H, and let W be a point on the side BC, lying strictly between B and C. The points M and N are the feet of the altitudes from B and C, respectively. Denote by ω is the circumcircle of BWN, and let X be the point on ω such that WX 1 1 is a diameter of ω . Analogously, denote by ω the circumcircle of triangle 1 2 CWM, and let Y be the point such that WY is a diameter of ω . Prove 2 that X,Y and H are collinear.","Let ABC be an acute triangle with orthocenter H, and let W be a point on the side BC, lying strictly between B and C. The points M and \mathbb{N} are the feet of the altitudes from B and C, respectively. Denote by ω is the circumcircle of BWN, and let X be the point on ω such that WX 1 1 is a diameter of ω . Analogously, denote by ω the circumcircle of triangle 1 2 CWM, and let Y be the point such that WY is a diameter of ω . Prove 2 that X,Y and H are collinear."
19,Geometry,10M,"IMO 2018, P1",Let Γ be the circumcircle of acute triangle ABC. Points D and E are on segments AB and AC respectively such that AD = AE. The perpendicular bisectors of BD and CE intersect minor arcs AB and AC of Γ at points F and G respectively. Prove that lines DE and FG are either parallel or they are the same line.,Let Γ be the circumcircle of acute triangle ABC. Points D and E are on segments AB and AC respectively such that AD = AE. The perpendicular bisectors of BD and CE intersect minor arcs AB and AC of Γ at points F and G respectively. Prove that lines DE and FG are either parallel or they are the same line.
20,Geometry,10M,"IMO 2020, P1",Consider the convex quadrilateral ABCD. The point P is in the interior of ABCD. The following ratio equalities hold: \anglePAD : \anglePBA : \angleDPA = 1 : 2 : 3 = \angleCBP : \angleBAP : \angleBPC Prove that the following three lines meet in a point: the internal bisectors of angles \angleADP and \anglePCB and the perpendicular bisector of segment AB.,Consider the convex quadrilateral ABCD. The point P is in the interior of ABCD. The following ratio equalities hold: \anglePAD : \anglePBA : \angleDPA = 1 : 2 : 3 = \angleCBP : \angleBAP : \angleBPC Prove that the following three lines meet in a point: the internal bisectors of angles \angleADP and \anglePCB and the perpendicular bisector of segment AB.
21,Geometry,10M,USAMO 2000 P5,"Let A A A be a triangle and let ω be a circle in its 1 2 3 1 plane passing through A and A . Suppose there exist circles ω ,ω ,...,ω 1 2 2 3 7 such that for k = 2,3,...,7, ω is externally tangent to ω and passes k k-1 through A and A , where A = A for all n \ge 1. Prove that ω = ω . k k+1 n+3 n_7 1","Let A A A be a triangle and let ω be a circle in its 1 2 3 1 plane passing through A and A . Suppose there exist circles ω ,ω ,\\ldots,ω 1 2 2 3 7 such that for k = 2,3,\\ldots,7, ω is externally tangent to ω and passes k k-1 through A and A , where A = A for all n \ge 1. Prove that ω = ω . k k+1 n+3 n_7 1"
22,Geometry,10M,USAMO 2001 P2,"Let ABC be a triangle and let ω be its incircle. Denote by D and E the points where ω is tangent to sides BC and AC, respectively. 1 1 Denote by D and E the points on sides BC and AC, respectively, such that 2 2 CD = BD and CE = AE , and denote by P the point of intersection of 2 1 2 1 segments AD and BE . Circle ω intersects segment AD at two points, the 2 2 2 closer of which to the vertex A is denoted by Q. Prove that AQ = D P. 2","Let ABC be a triangle and let ω be its incircle. Denote by D and E the points where ω is tangent to sides BC and AC, respectively. 1 1 Denote by D and E the points on sides BC and AC, respectively, such that 2 2 CD = BD and CE = AE , and denote by P the point of intersection of 2 1 2 1 segments AD and BE . Circle ω intersects segment AD at two points, the 2 2 2 closer of which to the vertex A is denoted by \mathbb{Q}. Prove that AQ = D P. 2"
23,Geometry,10M,USAMO 2009 P1,"Given circles ω and ω intersecting at points X and Y , 1 2 let \ell be a line through the center of ω intersecting ω at points P and Q_1 1 2 and let \ell be a line through the center of ω intersecting ω at points R and 2 2 1 50 S. Prove that if P,Q,R and S lie on a circle then the center of this circle lies on line XY .","Given circles ω and ω intersecting at points X and Y , 1 2 let \ell be a line through the center of ω intersecting ω at points P and Q_1 1 2 and let \ell be a line through the center of ω intersecting ω at points \mathbb{R} and 2 2 1 50 S. Prove that if P,\mathbb{Q},\mathbb{R} and S lie on a circle then the center of this circle lies on line XY ."
24,Geometry,10M,"USA TST 2014, P1","Let ABC be an acute triangle, and let X be a variable interior point on the minor arc BC of its circumcircle. Let P and Q be the feet of the perpendiculars from X to lines CA and CB, respectively. Let R be the intersection of line PQ and the perpendicular from B to AC. Let \ell be the line through P parallel to XR. Prove that as X varies along minor arc BC, the line \ell always passes through a fixed point. (Specifically: prove that there is a point F, determined by triangle ABC, such that no matter where X is on arc BC, line \ell passes through F.)","Let ABC be an acute triangle, and let X be a variable interior point on the minor arc BC of its circumcircle. Let P and \mathbb{Q} be the feet of the perpendiculars from X to lines CA and CB, respectively. Let \mathbb{R} be the intersection of line PQ and the perpendicular from B to AC. Let \ell be the line through P parallel to XR. Prove that as X varies along minor arc BC, the line \ell always passes through a fixed point. (Specifically: prove that there is a point F, determined by triangle ABC, such that no matter where X is on arc BC, line \ell passes through F.)"
25,Geometry,10M,"USA TST 2014, P5","Let ABCD be a cyclic quadrilateral, and let E, F, G, and H be the midpoints of AB, BC, CD, and DA respectively. Let W, X, Y and Z be the orthocenters of triangles AHE, BEF, CFG and DGH, respectively. Prove that the quadrilaterals ABCD and WXY Z have the same area.","Let ABCD be a cyclic quadrilateral, and let E, F, G, and H be the midpoints of AB, BC, CD, and DA respectively. Let W, X, Y and \mathbb{Z} be the orthocenters of triangles AHE, BEF, CFG and DGH, respectively. Prove that the quadrilaterals ABCD and WXY \mathbb{Z} have the same area."
26,Geometry,10M,"USA TSTST 2017, P1","Let ABC be a triangle with circumcircle Γ, circum- center O, and orthocenter H. Assume that AB \neq= AC and that \angleA \neq= 90^\circ. Let M and N be the midpoints of sides AB and AC, respectively, and let E and F be the feet of the altitudes from B and C in (cid:52)ABC, respectively. Let P be the intersection of line MN with the tangent line to Γ at A. Let Q be the intersection point, other than A, of Γ with the circumcircle of (cid:52)AEF. Let R be the intersection of lines AQ and EF. Prove that PR ⊥ OH.","Let ABC be a triangle with circumcircle Γ, circum- center O, and orthocenter H. Assume that AB \neq= AC and that \angleA \neq= 90^\circ. Let M and \mathbb{N} be the midpoints of sides AB and AC, respectively, and let E and F be the feet of the altitudes from B and C in (cid:52)ABC, respectively. Let P be the intersection of line MN with the tangent line to Γ at A. Let \mathbb{Q} be the intersection point, other than A, of Γ with the circumcircle of (cid:52)AEF. Let \mathbb{R} be the intersection of lines AQ and EF. Prove that PR ⊥ OH."
27,Geometry,15M,"IMO 2001, P5","Let ABC be a triangle with \angleBAC = 60^\circ. Let AP bisect \angleBAC and let BQ bisect \angleABC, with P on BC and Q on AC. If AB + BP = AQ + QB, what are the angles of the triangle?","Let ABC be a triangle with \angleBAC = 60^\circ. Let AP bisect \angleBAC and let BQ bisect \angleABC, with P on BC and \mathbb{Q} on AC. If AB + BP = AQ + QB, what are the angles of the triangle?"
28,Geometry,15M,"IMO 2007, P2","Consider five points A, B, C, D and E such that ABCD is a parallelogram and BCED is a cyclic quadrilateral. Let \ell be a line passing through A. Suppose that \ell intersects the interior of the segment DC at F and intersects line BC at G. Suppose also that EF = EG = EC. Prove 51 that \ell is the bisector of angle DAB.","Consider five points A, B, C, D and E such that ABCD is a parallelogram and BCED is a cyclic quadrilateral. Let \ell be a line passing through A. Suppose that \ell intersects the interior of the segment DC at F and intersects line BC at G. Suppose also that EF = EG = EC. Prove 51 that \ell is the bisector of angle DAB."
